genres,app_name,release_date,tags,item_id,playtime_forever
['Casual'],Backstreets of the Mind,2016,"['Casual', 'Indie', 'Hidden Object']",449350,0
"['Free to Play', 'Indie', 'RPG', 'Simulation']",CUPID - A free to play Visual Novel,2016,"['Free to Play', 'Visual Novel', 'Indie', 'Nudity', 'Sexual Content', 'Anime', 'Simulation', 'RPG', 'Romance', 'Female Protagonist', 'Mature', 'Horror', 'Singleplayer', 'Dark']",421670,185
"['Action', 'Casual', 'Indie']",Mazement,2016,"['Action', 'Indie', 'Casual', 'Puzzle']",431410,8
"['Action', 'Casual', 'Indie']",Alphabeats: Master Edition,2016,"['Indie', 'Casual', 'Action', 'Music-Based Procedural Generation', 'Music', 'Word Game', 'Spelling', 'Puzzle']",420160,117
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Elemental Heroes - Blue Mage 20th Level Set,2016,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449601,0
"['Adventure', 'Indie']",Act 3 Soundtrack,2016,"['Adventure', 'Indie']",371870,0
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Elemental Heroes - Blue Fighter 20th Level Set,2016,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449603,0
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Elemental Heroes - Blue Scout 20th Level Set,2016,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",449602,0
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",Wild Animal Racing,2016,"['Sexual Content', 'Memes', 'Cold War', 'Mature', 'Racing', 'Dark', 'Psychedelic', 'FPS', 'Difficult', 'Indie', 'Family Friendly', 'Action', 'Sports', 'Funny', 'Casual', 'Atmospheric', 'Multiplayer', 'Fantasy', 'Comedy', 'Singleplayer']",389510,309
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Season Pass,2016,"['Action', 'Adventure', 'Anime', 'Fighting', 'Ninja']",416424,0
Sin dato,Overload Playable Teaser 2.0,0,"['Action', '6DOF', 'Free to Play', 'Space', 'Shooter', 'Singleplayer', 'Multiplayer']",450220,18
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Batman v Superman: Dawn of Justice Car Pack,2016,"['Sports', 'Action', 'Racing', 'Indie', 'Batman', 'Multiplayer']",438690,0
"['Adventure', 'Casual', 'Indie']",The Next World,2016,"['Adventure', 'Indie', 'Casual', 'Strategy', 'Sci-fi', 'Visual Novel']",427860,48
"['Action', 'Adventure', 'RPG']",Tom Clancy's  The Division™ -  Military Specialists Outfits Pack,2016,"['Action', 'RPG', 'Adventure']",437702,0
"['Action', 'Adventure', 'RPG']",Tom Clancy’s The Division™,2016,"['Open World', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Co-op', 'Shooter', 'RPG', 'Post-apocalyptic', 'Online Co-Op', 'Survival', 'Massively Multiplayer', 'Tactical', 'Third Person', 'MMORPG', 'Adventure', 'Atmospheric', 'Singleplayer', 'Stealth', 'FPS', 'Sandbox']",365590,521
"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Cue Club 2: Pool & Snooker,2016,"['Action', 'Simulation', 'Sports', 'Indie', 'Strategy', 'Casual', 'Pool']",366690,137
"['Action', 'Adventure', 'RPG']",Tom Clancy's The Division™ - Season Pass,2016,"['Action', 'RPG', 'Adventure', 'Multiplayer']",437700,0
"['Action', 'Adventure', 'RPG']",Tom Clancy's The Division™ -  Marine Forces Outfits Pack,2016,"['Action', 'Adventure', 'RPG']",437701,0
"['Free to Play', 'Indie', 'RPG', 'Strategy', 'Early Access']",Labyrinth,2016,"['Early Access', 'Card Game', 'Turn-Based Tactics', 'Strategy', 'Free to Play', 'Trading Card Game', 'Asynchronous Multiplayer', 'Indie', 'Tactical RPG', 'RPG', 'Turn-Based', 'Multiplayer', 'Dungeon Crawler']",412310,1
"['Casual', 'Strategy']",Heal Them All,2016,"['Casual', 'Strategy', 'Tower Defense']",408880,0
['Simulation'],OMSI 2 Add-On Citybus O305G,2016,['Simulation'],434062,0
['Simulation'],OMSI 2 Add-On Citybus O405/O405G,2016,['Simulation'],434061,0
['Strategy'],Star Realms,2016,"['Strategy', 'Card Game', 'Free to Play', 'Board Game', 'Asynchronous Multiplayer']",438140,111
['Strategy'],Star Realms - Bases and Battleships,2016,['Strategy'],440040,0
['Strategy'],Star Realms - Full Version,2016,"['Strategy', 'Card Game']",438150,0
['Strategy'],Star Realms - Events,2016,['Strategy'],440050,0
['Strategy'],Star Realms - Gambit Set,2016,['Strategy'],440030,0
['Simulation'],FSX: Steam Edition - Heraklion Airport (LGIR) Add-On,2016,['Simulation'],379586,0
['Simulation'],FSX: Steam Edition - Kastellorizo Airport (LGKJ) Add-On,2016,['Simulation'],379587,0
['Simulation'],FSX: Steam Edition - Thessaloniki Airport (LGTS) Add-On,2016,['Simulation'],379588,0
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Honda CRF250R MX,2016,"['Simulation', 'Racing', 'Sports']",429908,0
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Honda CRF450R MX,2016,"['Simulation', 'Racing', 'Sports']",430310,0
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Honda TRX450R ATV,2016,"['Simulation', 'Racing', 'Sports']",430311,0
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Suzuki RMZ250 MX,2016,"['Simulation', 'Racing', 'Sports']",430316,0
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Suzuki RMZ450 MX,2016,"['Simulation', 'Racing', 'Sports']",430317,0
"['Action', 'Adventure']",Just Cause™ 3 DLC: Sky Fortress Pack,2016,"['Action', 'Adventure', 'Open World', 'Third-Person Shooter']",400551,0
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Suzuki LT450R ATV,2016,"['Simulation', 'Racing', 'Sports']",430315,0
"['Casual', 'Simulation']",Rocksmith® 2014 – The Donnas - “Take It Off”,2016,"['Casual', 'Simulation']",436576,0
['RPG'],Mind Zero,2016,"['RPG', 'JRPG', 'Dungeon Crawler', 'Anime', 'Visual Novel']",322630,475
"['Casual', 'Simulation']",Rocksmith® 2014 – The Runaways - “Cherry Bomb”,2016,"['Casual', 'Simulation']",436577,0
"['Action', 'Adventure', 'Indie']",From Earth,2016,"['Action', 'Adventure', 'Indie', 'Mod', 'First-Person', 'Sci-fi']",334370,50
Sin dato,Summer Breeze,2015,"['Short', 'Drama']",419240,11
"['Casual', 'Simulation', 'Strategy']",Drawn®: Dark Flight™ Collector's Edition,2016,"['Casual', 'Strategy', 'Simulation', 'Hidden Object']",451140,0
"['Indie', 'Racing']",Race.a.bit,2016,"['Racing', 'Indie', 'Level Editor', 'Asynchronous Multiplayer', 'Moddable']",336030,285
"['Action', 'Adventure', 'Indie']",Porradaria 2: Pagode of the Night,2015,"['Indie', 'Action', 'Adventure', 'Retro', 'Platformer', 'Metroidvania', '2D', 'Pixel Graphics', 'Ninja', 'Memes', 'Great Soundtrack', 'Story Rich', 'Comedy', 'Replay Value']",431220,7
"['Action', 'Simulation', 'Sports']",Casey Powell Lacrosse 16,2016,"['Action', 'Simulation', 'Sports']",353890,17
"['Adventure', 'Indie']",Case #8,2016,"['Adventure', 'Indie', 'Horror']",448350,760
"['Action', 'Indie']",Carnivore Land,2015,"['Action', 'Indie', 'Zombies', 'Top-Down Shooter']",397860,0
"['Casual', 'Indie']",RePete,2015,"['Indie', 'Casual', 'Platformer', 'Puzzle-Platformer']",448010,11
Sin dato,Buzzard,2016,"['Comedy', 'Movie', 'Drama']",446960,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Panzermadels: Tank Dating Simulator,2016,"['Memes', 'Anime', 'Dating Sim', 'Visual Novel', 'Tanks', 'Indie', 'Simulation', 'Casual', 'RPG', 'Illuminati', 'Adventure', 'World War II', 'Comedy', 'Nudity', 'Story Rich', 'Historical', 'Family Friendly', 'Gore', 'Female Protagonist', 'Walking Simulator']",379980,77
"['Action', 'Adventure', 'Indie']",Robert Mensah's Sins Of The Father,2016,"['Indie', 'Action', 'Adventure']",450840,0
['Casual'],Doctor Watson - Treasure Island,2016,"['Casual', 'Hidden Object']",446430,0
"['Action', 'Adventure']",Alekhine's Gun,2016,"['Stealth', 'Adventure', 'Action', 'Cold War', 'Assassin', 'Third Person']",406720,28
['Casual'],Bloonz Toonz,2016,['Casual'],304190,0
['Action'],HITMAN™,2016,"['Stealth', 'Action', 'Assassin', 'Third Person', 'Singleplayer', 'Tactical', 'Shooter', 'Open World', 'Atmospheric', 'Crime', 'Sandbox', 'Strategy', 'Episodic', 'Story Rich', 'Third-Person Shooter', 'Great Soundtrack', 'Adventure', 'Heist', 'Illuminati', 'Nudity']",236870,7123
"['Action', 'Casual', 'Indie']",Infinity Wings - Scout & Grunt,2016,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Space', 'Retro', 'Arcade', 'Funny', '2D', 'Sci-fi', 'Shooter', 'Futuristic', 'Singleplayer', 'Stylized', 'Strategy', 'Simulation', 'Atmospheric', 'Classic', 'Star Wars', 'Anime']",448790,230
"['Action', 'Adventure', 'Indie']",Beyond Dimensions,2016,"['Indie', 'Action', 'Adventure']",429250,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Collective Soul - “December”,2016,"['Casual', 'Simulation']",436580,0
"['Adventure', 'Indie']",Astroloco: Worst Contact,2016,"['Adventure', 'Indie', 'Point & Click', 'Sci-fi', 'Comedy']",357490,135
"['Action', 'Indie', 'Simulation']",Sparkle ZERO,2016,"['Indie', 'Action', 'Simulation']",448000,102
['Indie'],The Last NightMary - Soundtrack,2016,['Indie'],446860,0
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Shikamaru's Tale Extra Scenario Pack,2016,"['Action', 'Adventure']",416420,0
"['Casual', 'Indie']",Burst,2016,"['Indie', 'Casual']",454080,244
"['Action', 'Adventure', 'Indie']",Unknown Battle,2016,"['Indie', 'Action', 'Adventure', 'FPS', 'Horror']",443940,22
"['Action', 'Adventure', 'Casual', 'Indie']",The Legend of Dark Witch Soundtracks,2016,"['Action', 'Adventure', 'Indie', 'Casual']",454110,0
"['Adventure', 'Indie']",Quantum Conscience - Original Soundtrack,2016,"['Adventure', 'Indie']",454660,0
"['Action', 'Adventure', 'Indie', 'Strategy']",DGU -Sinister Semester,2016,"['Strategy', 'Action', 'Adventure', 'Indie']",381160,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Collective Soul - “Heavy”,2016,"['Casual', 'Simulation']",436581,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Collective Soul - “The World I Know”,2016,"['Casual', 'Simulation']",436582,0
['Strategy'],"Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord",2016,"['Strategy', 'Warhammer 40K']",378041,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Collective Soul Song Pack,2016,"['Casual', 'Simulation']",436584,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Collective Soul - “Gel”,2016,"['Casual', 'Simulation']",436583,0
"['Indie', 'RPG', 'Strategy']",Sheltered,2016,"['Survival', 'Post-apocalyptic', 'Base Building', 'Pixel Graphics', 'Strategy', 'RPG', 'Management', 'Indie', 'Simulation', 'Singleplayer', 'Resource Management', 'Building', '2D', 'Crafting', 'Open World', 'Adventure', 'Side Scroller', 'Difficult', 'Horror', 'Zombies']",356040,3037
Sin dato,Engage,0,"['Early Access', 'Education', 'Software Training', 'Utilities']",449130,9
"['Action', 'Indie', 'Strategy', 'Early Access']",Love is Blind: Mutants,2016,"['Early Access', 'Action', 'Indie', 'Strategy', 'Stealth']",444460,215
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&D Curse of Strahd,2016,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Story Rich', 'Online Co-Op', 'Vampire', 'Software', 'Party-Based RPG', 'Werewolves', 'Sandbox', 'Horror', 'Utilities']",450080,0
"['Action', 'Casual', 'Indie', 'Simulation']",Envoy,2016,"['Action', 'Casual', 'Simulation', 'Indie', ""Shoot 'Em Up""]",447970,410
"['Casual', 'Indie', 'RPG', 'Strategy']",Royal Heroes,2016,"['Casual', 'Indie', 'RPG', 'Strategy', 'Crafting', 'Simulation']",439920,286
"['Casual', 'Simulation']",Seduce Me the Otome Music Soundtrack,2015,"['Casual', 'Simulation']",454791,0
"['Casual', 'Indie', 'Simulation']",Sophie's Curse,2016,"['Indie', 'Horror', 'Simulation', 'Casual', 'Survival Horror', 'Point & Click', 'Singleplayer']",446380,771
"['Casual', 'Simulation']","""Just Another Day"" - Seduce Me Otome CD",2015,"['Casual', 'Simulation']",454790,0
['Casual'],Hidden Object 6-in-1 bundle,2016,"['Casual', 'Hidden Object', 'Point & Click']",448400,57
"['Action', 'Indie', 'Strategy']",C.R.E.E.P.S,2016,"['Strategy', 'Action', 'Indie']",387400,0
"['Indie', 'Simulation']",Chesster,2016,"['Indie', 'Simulation']",352050,3
"['Adventure', 'Indie', 'Strategy']",Wyrmsun: Brising Faction Flair Pack,2016,"['Strategy', 'Adventure', 'Indie']",445341,0
"['Adventure', 'Indie', 'Strategy']",Wyrmsun: Frankish Faction Flair Pack,2016,"['Strategy', 'Adventure', 'Indie']",445340,0
['Adventure'],Obscuritas,2016,"['Adventure', 'Horror', 'Puzzle']",441680,89
['Action'],DARIUSBURST Chronicle Saviours - Night Striker,2016,['Action'],428600,0
['Action'],DARIUSBURST Chronicle Saviours - Metal Black,2016,['Action'],428601,0
['Action'],DARIUSBURST Chronicle Saviours - RayForce,2016,['Action'],428602,0
"['Action', 'Casual', 'Indie', 'Strategy']",101 Ways to Die,2016,"['Strategy', 'Action', 'Indie', 'Casual']",413480,21
"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",Metal Assault,2016,"['Free to Play', 'Action', 'Multiplayer', 'RPG', 'Adventure', '2D', 'Casual', 'Shooter', 'Co-op', 'Anime']",413170,25
"['Adventure', 'Indie', 'RPG']",Calcu-Late,2016,"['Indie', 'Adventure', 'RPG', 'RPGMaker']",449200,374
"['Free to Play', 'RPG']",Jesus Christ RPG Trilogy,2016,"['Illuminati', 'Memes', 'Psychological Horror', 'Free to Play', 'Nudity', 'RPG', 'Anime', 'RPGMaker', 'Horror', 'Post-apocalyptic', 'Dating Sim', 'Family Friendly', 'Female Protagonist', 'Fantasy', 'Story Rich', 'Gore', 'Comedy', 'Funny', 'Action', 'Otome']",449040,121
"['Casual', 'Indie']",Cubicolor,2016,"['Indie', 'Casual', 'Puzzle', 'Singleplayer']",454190,79
"['Action', 'Casual', 'Indie']",Defy Gravity Extended,2016,"['Platformer', 'Indie', 'Puzzle', 'Space', 'Action', '2D', 'Singleplayer', 'Casual', 'Difficult', 'Sci-fi', 'Great Soundtrack', 'Female Protagonist', 'Physics', 'Retro', 'Shooter', 'Anime', 'Arcade', 'Multiplayer', 'Open World', 'Horror']",96100,201
"['Action', 'Indie']",Defy Gravity - Soundtrack,2016,"['Action', 'Indie']",451030,0
"['Adventure', 'Casual', 'Indie']",Rising Angels: Hope,2016,"['Adventure', 'Indie', 'Casual', 'Anime', 'Visual Novel', 'Female Protagonist']",368150,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Imagine Dragons - “It’s Time”,2016,"['Casual', 'Simulation']",436587,0
"['Action', 'Adventure', 'Indie', 'RPG']",Princess.Loot.Pixel.Again Soundtrack,2016,"['Action', 'Adventure', 'RPG', 'Indie']",456040,0
"['Adventure', 'Indie']",A Room Beyond,2017,"['Adventure', 'Indie', 'Point & Click']",454330,0
"['Free to Play', 'RPG']",Jesus Christ RPG Trilogy Soundtrack,2016,"['RPG', 'Free to Play']",455451,0
"['Free to Play', 'Indie', 'Strategy']",Forgotten Myths CCG,2016,"['Free to Play', 'Strategy', 'Indie', 'Card Game']",299910,28
"['Casual', 'Indie', 'RPG', 'Strategy']",Sword of the Stars: The Pit - Healer,2016,"['Strategy', 'RPG', 'Indie', 'Casual']",449720,0
"['Adventure', 'Indie']",Magdalena Soundtrack,2016,"['Adventure', 'Indie']",456120,0
['Software Training'],Professor Teaches OneNote 2016,2015,['Software Training'],406830,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Imagine Dragons Song Pack,2016,"['Simulation', 'Casual']",436588,0
['Strategy'],Soban Fleet Pack,2016,['Strategy'],433241,0
"['Adventure', 'Indie', 'RPG']",Candice DeBébé's Incredibly Trick Soundtrack,2016,"['Adventure', 'RPG', 'Indie']",454740,0
"['Adventure', 'Indie', 'RPG']",Candice DeBébé's Incredibly Trick Lifestyle,2016,"['Adventure', 'Indie', 'RPG', 'Memes', 'Female Protagonist', 'Great Soundtrack', 'Dating Sim', 'Survival Horror', 'Illuminati', 'Anime']",453790,874
"['Adventure', 'Indie']",Nelly Cootalot: The Fowl Fleet,2016,"['Adventure', 'Indie', 'Point & Click', 'Comedy', 'Pirates', 'Funny', 'Female Protagonist']",317320,0
"['Adventure', 'Indie']",Mimpi Dreams,2016,"['Indie', 'Adventure', 'Cute', 'Puzzle-Platformer', 'Platformer', 'Family Friendly', 'Puzzle', '2D']",444770,46
"['Action', 'Adventure', 'Indie', 'Racing']",Trigger Runners Remastered Soundtrack,2016,"['Action', 'Adventure', 'Indie', 'Racing']",450890,0
"['Action', 'Adventure', 'Indie', 'Racing']",Trigger Runners Soundtrack,2016,"['Action', 'Adventure', 'Indie', 'Racing']",450870,0
"['Adventure', 'Indie', 'RPG']",Borstal,2016,"['Adventure', 'RPG', 'Indie']",453730,3351
"['Action', 'Indie']",Wish Project,2016,"['Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Local Co-Op', 'Shooter', '2D', 'Difficult', 'Arcade', 'Singleplayer', 'Controller', 'Anime']",367140,11958
"['Action', 'Adventure', 'Indie']",Vortex: The Gateway,2016,"['Survival', 'Adventure', 'Action', 'Open World', 'Indie', 'Crafting', 'Aliens', 'Survival Horror', 'Building', 'Horror']",406170,8
"['Action', 'Indie', 'RPG']",Zombasite,2016,"['RPG', 'Action', 'Indie', 'Zombies']",408960,300
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Breath of Life,2016,"['Strategy', 'RPG', 'Indie']",456890,0
Sin dato,Spell Fighter VR,0,"['Action', 'Adventure', 'RPG', 'Indie', 'VR', 'Free to Play']",455440,15
['Animation &amp; Modeling'],Substance Painter 2,2016,"['Animation & Modeling', 'Design & Illustration', 'Game Development']",454510,564
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports']",Sky To Fly: Faster Than Wind,2016,"['Action', 'Adventure', 'Racing', 'Indie', 'Sports', 'Simulation', 'Steampunk']",403850,242
"['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Strategy']",Atari Vault,2016,"['Retro', 'Adventure', 'Classic', 'Racing', 'Arcade', 'RPG', 'Casual', 'Action', 'Sports', 'Strategy', 'Pixel Graphics', 'Local Multiplayer', '1980s', 'Singleplayer']",400020,9
"['Adventure', 'Casual', 'Indie']",Paws Soundtrack,2016,"['Adventure', 'Indie', 'Casual']",449950,0
"['Indie', 'Racing']",PolyRace,2016,"['Racing', 'Indie', 'Procedural Generation']",384330,0
['Design &amp; Illustration'],The Lonesome Fog,2016,['Design & Illustration'],446830,8
"['Adventure', 'Casual', 'Indie']",Samorost 3,2016,"['Adventure', 'Puzzle', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Casual', 'Hand-drawn', 'Indie', '2D', 'Singleplayer', 'Relaxing', 'Story Rich', 'Surreal']",421120,977
"['Adventure', 'Casual', 'Indie']",Paws: A Shelter 2 Game,2016,"['Adventure', 'Casual', 'Indie', 'Cute', 'Singleplayer', 'Simulation', 'Survival', 'Atmospheric', 'Story Rich']",434000,111
"['Adventure', 'Casual', 'Indie']",Samorost 3 Soundtrack + Art Book,2016,"['Adventure', 'Indie', 'Casual']",455370,0
"['Action', 'Casual', 'Indie']",Escape: Close Call,2016,"['Action', 'Indie', 'Casual']",448380,10
"['Indie', 'Simulation', 'Strategy']",Villagers,2016,"['Strategy', 'Simulation', 'City Builder', 'Indie', 'Medieval']",412460,34
"['Free to Play', 'Indie', 'Simulation', 'Early Access']",MachineCraft,2016,"['Early Access', 'Free to Play', 'Building', 'Multiplayer', 'Sandbox', 'Simulation', 'Indie', 'Robots', 'Action']",397100,776
['Casual'],Heartomics: Nokori,2016,"['Casual', 'Clicker', 'Visual Novel']",455970,176
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Galactineers,2016,"['Early Access', 'Strategy', 'Adventure', 'Indie', 'Simulation', 'Sandbox', 'Crafting']",424850,0
"['Action', 'Indie']",Hush Hush - Unlimited Survival Horror,2016,"['Action', 'Indie', 'Surreal', 'Survival Horror', 'Story Rich', 'Atmospheric', 'Horror']",449500,547
"['Action', 'Casual', 'Indie']",SAMOLIOTIK,2016,"['Illuminati', 'Casual', 'Indie', 'Action', 'Memes', 'Pixel Graphics', 'Psychological Horror', 'Singleplayer', ""Shoot 'Em Up"", 'Atmospheric', 'Female Protagonist', 'Story Rich']",449680,308
"['Indie', 'Strategy']",Space Food Truck,2016,"['Strategy', 'Indie', 'Card Game', 'Co-op', 'Sci-fi', 'Space', 'Multiplayer', '2D', 'Board Game']",397390,475
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Thorne - Death Merchants,2016,"['RPGMaker', 'Action', 'Adventure', 'RPG', 'Indie', 'Strategy', 'Fantasy', 'Story Rich', 'Episodic', '2D']",451920,34
"['Action', 'Adventure', 'Indie', 'Early Access']",At the Mountains of Madness,2016,"['Early Access', 'Adventure', 'Indie', 'Lovecraftian', 'Action', 'Horror']",393820,396
['Indie'],Polyology,2016,"['Indie', 'Sokoban', 'Puzzle', 'Great Soundtrack']",450650,51
"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior (English Ver.),2016,"['MMORPG', 'Massively Multiplayer', 'RPG', 'Free to Play', 'Anime', 'Fantasy', 'Adventure', 'Cute', 'Great Soundtrack', 'Action', 'JRPG', 'Isometric', 'Multiplayer', 'Nudity', 'Open World', 'Co-op', 'Hack and Slash', 'Action RPG', 'Memes', 'Dating Sim']",372000,562
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Waste Walkers Deliverance,2016,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation', 'Survival', 'Post-apocalyptic', 'Choose Your Own Adventure', 'Atmospheric', 'Realistic', 'Open World', 'Great Soundtrack', 'Action RPG', 'Turn-Based Combat', 'Survival Horror']",439900,0
Sin dato,Radial-G : Racing Revolved,0,"['Racing', 'VR', 'Sci-fi', 'Indie', 'Action', 'Futuristic', 'Arcade']",330770,3
"['Action', 'Casual', 'Indie']","Linea, the Game - Broken Chiptunes",2016,"['Action', 'Indie', 'Casual', 'Music', 'Difficult', 'Minimalist', 'Music-Based Procedural Generation', 'Fast-Paced', 'Arcade']",453330,0
Sin dato,ADR1FT,0,"['Adventure', 'Indie', 'Space', 'VR', 'First-Person', 'Walking Simulator', 'Survival', 'Atmospheric', 'Singleplayer', 'Simulation', 'Sci-fi', 'Female Protagonist']",300060,40
"['Adventure', 'Indie', 'RPG']",Guns of Infinity,2016,"['Adventure', 'Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",446330,176
['Action'],Samurai Warriors Mashup Set,2016,['Action'],445262,0
"['Action', 'Free to Play', 'Indie']",Holodrive - Early Access Supporter Pack,2016,"['Action', 'Indie', 'Free to Play']",429310,0
['Action'],Character: Naotora Ii,2016,['Action'],445260,0
"['Adventure', 'Casual', 'Indie']",Recourse Demo,2016,"['Adventure', 'Indie', 'Casual']",431320,0
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - The Masters of Evil Pack,2016,"['Action', 'Adventure']",439500,0
['Action'],LEGO® MARVEL's Avengers Season Pass,2016,"['Action', 'LEGO']",426860,0
"['Adventure', 'Indie', 'RPG']",Sabres of Infinity,2013,"['Adventure', 'RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction', 'Visual Novel']",446310,3
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Classic Captain Marvel Pack,2016,"['Action', 'Adventure']",439501,0
"['Action', 'Adventure', 'Indie']",Terrarium Land,2016,"['Action', 'Adventure', 'Indie', '3D Platformer']",438780,8
Sin dato,Thank You For Playing,2016,"['Documentary', 'Gaming']",433500,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Hoobastank - “The Reason”,2016,"['Casual', 'Simulation']",436589,0
"['Casual', 'Simulation']",Rocksmith® 2014 – The Cars - “My Best Friend’s Girl”,2016,"['Casual', 'Simulation']",436590,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Eddie Cochran - “Summertime Blues”,2016,"['Casual', 'Simulation']",436592,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Hit Singles Song Pack V,2016,"['Casual', 'Simulation']",436593,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Edgar Winter - “Free Ride”,2016,"['Casual', 'Simulation']",436591,0
"['Adventure', 'Indie', 'Simulation', 'Early Access']",Pandora`s room,2016,"['Early Access', 'Indie', 'Adventure', 'Simulation', 'Puzzle']",440720,8
['Action'],ARSLAN - Skill Card Set 3,2016,['Action'],428563,0
['Action'],ARSLAN - Scenario Set 5,2016,['Action'],428564,0
"['Action', 'Racing']",Road Madness,2014,"['Racing', 'Action']",457710,124
['Strategy'],NOBUNAGA'S AMBITION: Souzou SR - “Nobunaga's Ambition Day” memorial set (2016),2016,['Strategy'],440914,0
"['Action', 'Adventure', 'Indie', 'RPG']",Hyper Light Drifter,2016,"['Pixel Graphics', 'Great Soundtrack', 'Atmospheric', 'Difficult', 'Adventure', 'Action', 'Indie', 'Singleplayer', 'RPG', 'Hack and Slash', 'Exploration', '2D', 'Colorful', 'Action RPG', 'Top-Down', 'Post-apocalyptic', 'Fantasy', 'Sci-fi', 'Metroidvania', 'Kickstarter']",257850,72
Sin dato,Virtual Desktop,0,"['Utilities', 'VR']",382110,274
"['Action', 'Adventure', 'Indie']",Super Robot Jump Jump,2016,"['Action', 'Adventure', 'Indie', 'Platformer', 'Difficult', 'Funny', '2D', 'Co-op', 'Great Soundtrack', 'Local Multiplayer']",422980,342
"['Adventure', 'Indie']",Silver Creek Falls - Chapter 3,2016,"['Indie', 'Adventure', 'Story Rich', 'Great Soundtrack', 'Female Protagonist', 'Mystery', 'Hidden Object', 'Detective', 'RPGMaker']",441060,0
['Action'],GUILTY GEAR 2 -OVERTURE-,2016,"['Action', 'Fighting', 'Anime', 'Story Rich', 'Singleplayer', 'MOBA', 'Great Soundtrack', 'Local Multiplayer', 'Controller', 'Difficult', 'RTS', 'Hack and Slash', 'Strategy']",437000,17
Sin dato,The Vanishing of Ethan Carter VR,0,"['Adventure', 'Indie', 'VR']",457880,0
['Action'],ABRACA - Imagic Games,2016,"['Action', '4 Player Local', 'Local Multiplayer', 'Cartoon', 'Competitive', 'Funny', 'Fighting', 'Sports', '2D Fighter', 'Racing', '2D']",345990,0
"['Action', 'Adventure', 'Indie']",Rynn's Adventure: Trouble in the Enchanted Forest,2016,"['Indie', 'Platformer', 'Difficult', '2D', 'Action', 'Adventure']",420500,630
